taxonKey	taxonName	first_year	acceptedKingdom
5384466	Gypsophila elegans	2025	Plantae
5410826	Campanula carpatica	2025	Plantae
5420957	Clarkia unguiculata	2025	Plantae
5421116	Tribulus terrestris	2025	Plantae
5568446	Dysphania ambrosioides	2025	Plantae
5671747	Cenchrus alopecuroides	2025	Plantae
5682465	Erica carnea	2025	Plantae
6027089	Smyrnium perfoliatum	2025	Plantae
6109611	Amaranthus caudatus	2025	Plantae
7156971	Oxalis triangularis	2025	Plantae
7158449	Polystichum polyblepharon	2025	Plantae
7307327	Agastache rugosa	2025	Plantae
7740617	Skimmia japonica	2025	Plantae
7763534	Lauritrioza alacris	2025	Animalia
7881150	Polygonatum hybridum	2025	Plantae
8149923	Prunus persica	2025	Plantae
10786206	Rhaphiolepis bibas	2025	Plantae
1017419	Oxidus gracilis	2024	Animalia
1031394	Ectopsocus petersi	2024	Animalia
1095946	Reesa vespulae	2024	Animalia
1309652	Dryocosmus kuriphilus	2024	Animalia
2164198	Cheiracanthium mildei	2024	Animalia
2169430	Macaroeris nidicolens	2024	Animalia
2217982	Crangonyx pseudogracilis	2024	Animalia
2297108	Milax gagates	2024	Animalia
2650827	Cyrtomium fortunei	2024	Plantae
2650903	Onoclea sensibilis	2024	Plantae
2702792	Briza maxima	2024	Plantae
2704949	Festuca trachyphylla	2024	Plantae
2888859	Muehlenbeckia complexa	2024	Plantae
2925895	Echium plantagineum	2024	Plantae
2927004	Salvia officinalis	2024	Plantae
2931104	Solanum pseudocapsicum	2024	Plantae
2986022	Philadelphus pubescens	2024	Plantae
3042751	Brassica juncea	2024	Plantae
3067353	Euphorbia characias	2024	Plantae
3084015	Phytolacca americana	2024	Plantae
3146717	Erigeron bonariensis	2024	Plantae
3172549	Campsis radicans	2024	Plantae
3642531	Chaerophyllum aureum	2024	Plantae
3664589	Oenothera lindheimeri	2024	Plantae
3814157	Eudianthe coeli-rosa	2024	Plantae
3922888	Anemone sylvestris	2024	Plantae
4562529	Morlina glabra	2024	Animalia
5231398	Leiothrix lutea	2024	Animalia
5289919	Polypogon viridis	2024	Plantae
5341394	Perilla frutescens	2024	Plantae
5372639	Salix babylonica	2024	Plantae
5380041	Ricinus communis	2024	Plantae
6476704	Parakontikia ventrolineata	2024	Animalia
7157952	Dryopteris erythrosora	2024	Plantae
7433196	Euonymus latifolius	2024	Plantae
7461690	Phragmidium mexicanum	2024	Fungi
8116963	Acanthus hungaricus	2024	Plantae
8168344	Hedera hibernica	2024	Plantae
8701771	Obama nungara	2024	Animalia
8848208	Koenigia polystachya	2024	Plantae
9890104	Xeroplexa intersecta	2024	Animalia
11104870	Cicada orni	2024	Animalia
2072196	Aphis nerii	2023	Animalia
2295442	Limacus flavus	2023	Animalia
2498094	Anas capensis	2023	Animalia
2598552	Seifertia azaleae	2023	Fungi
2705081	Panicum virgatum	2023	Plantae
2716226	Cyperus esculentus	2023	Plantae
2765272	Tradescantia virginiana	2023	Plantae
2769766	Ruscus aculeatus	2023	Plantae
2888435	Papaver bracteatum	2023	Plantae
2891783	Impatiens balfourii	2023	Plantae
2931237	Solanum triflorum	2023	Plantae
3046851	Sisymbrium irio	2023	Plantae
3133950	Coreopsis tinctoria	2023	Plantae
3169331	Lysimachia clethroides	2023	Plantae
3690997	Cardamine occulta	2023	Plantae
3896282	Teucrium hircanicum	2023	Plantae
4048240	Elaeagnus submacrophylla	2023	Plantae
4067112	Symphytum orientale	2023	Plantae
4483961	Viridicerus ustulatus	2023	Animalia
4487370	Tropidosteptes pacificus	2023	Animalia
4553469	Leiobunum	2023	Animalia
5154481	Stictocephala bisonia	2023	Animalia
5179027	Scutigera coleoptrata	2023	Animalia
5191102	Monacha cantiana	2023	Animalia
5228033	Chrysolophus amherstiae	2023	Animalia
5334240	Lonicera japonica	2023	Plantae
5598598	Lonicera acuminata	2023	Plantae
7315063	Pseudofumaria alba	2023	Plantae
7749287	Petasites albus	2023	Plantae
7753992	Helix lucorum	2023	Animalia
9228211	Graptemys pseudogeographica	2023	Animalia
9254355	Lithotoma axillaris	2023	Plantae
1325120	Crematogaster scutellaris	2022	Animalia
1411953	Carausius morosus	2022	Animalia
2020686	Stephanitis takeyai	2022	Animalia
2095283	Pseudococcus longispinus	2022	Animalia
2227300	Procambarus clarkii	2022	Animalia
2362868	Pseudorasbora parva	2022	Animalia
2479964	Poicephalus senegalus	2022	Animalia
2715482	Cyperus eragrostis	2022	Plantae
2747718	Crocus speciosus	2022	Plantae
2879098	Quercus ilex	2022	Plantae
2927028	Salvia nemorosa	2022	Plantae
2928774	Nicotiana tabacum	2022	Plantae
2928859	Petunia atkinsiana	2022	Plantae
2993761	Rubus spectabilis	2022	Plantae
2994912	Rubus odoratus	2022	Plantae
3032653	Heuchera sanguinea	2022	Plantae
3034646	Anethum graveolens	2022	Plantae
3044912	Alyssum montanum	2022	Plantae
3064056	Euphorbia palustris	2022	Plantae
3085421	Dianthus barbatus	2022	Plantae
3088310	Petasites japonicus	2022	Plantae
3111754	Zinnia elegans	2022	Plantae
3111754	Zinnia elegans	2022	Plantae
3924221	Helleborus argutifolius	2022	Plantae
4485843	Halyomorpha halys	2022	Animalia
5284809	Pinus nigra	2022	Plantae
5298069	Iris germanica	2022	Plantae
5328909	Sagittaria latifolia	2022	Plantae
5330085	Wolffia columbiana	2022	Plantae
5341373	Scutellaria altissima	2022	Plantae
5371753	Visnaga daucoides	2022	Plantae
5377303	Iberis umbellata	2022	Plantae
5408087	Lobelia erinus	2022	Plantae
5530881	Corydalis cava	2022	Plantae
5587240	Silene vulgaris subsp. vulgaris	2022	Plantae
7100404	Acer buergerianum	2022	Plantae
7989836	Symphytum caucasicum	2022	Plantae
8042568	Artemisia abrotanum	2022	Plantae
8091998	Gypsophila vaccaria	2022	Plantae
11007246	Clinopodium menthifolium	2022	Plantae
