taxonKey	taxonName	first_year	acceptedKingdom
6100962	Urocissa erythroryncha	2024	Animalia
6132234	Rhynchophorus ferrugineus	2024	Animalia
6159243	Lacerta bilineata	2024	Animalia
6161327	Natrix tessellata	2024	Animalia
6476704	Parakontikia ventrolineata	2024	Animalia
7340335	Euodice cantans	2024	Animalia
8116963	Acanthus hungaricus	2024	Plantae
8790531	Lissachatina fulica	2024	Animalia
8909809	Emys orbicularis	2024	Animalia
9340142	Iris hollandica	2024	Plantae
1013526	Cylindroiulus britannicus	2023	Animalia
1111797	Chlorophorus annularis	2023	Animalia
1313740	Camponotus vagus	2023	Animalia
1325120	Crematogaster scutellaris	2023	Animalia
1683815	Rhacocleis annulata	2023	Animalia
1719204	Gryllomorpha dalmatina	2023	Animalia
1879408	Hellula undalis	2023	Animalia
1890065	Musotima nitidalis	2023	Animalia
2008840	Zelus renardii	2023	Animalia
2026623	Pediopsoides sharmai	2023	Animalia
2049688	Adelges tardus	2023	Animalia
2188249	Varroa destructor	2023	Animalia
2294129	Rumina decollata	2023	Animalia
2360504	Vimba vimba	2023	Animalia
2440483	Orcinus orca	2023	Animalia
2443133	Chrysemys picta	2023	Animalia
2479598	Eolophus roseicapilla	2023	Animalia
2480445	Haliaeetus pelagicus	2023	Animalia
2498288	Coscoroba coscoroba	2023	Animalia
2703077	Chasmanthium latifolium	2023	Plantae
2882631	Pieris japonica	2023	Plantae
2888948	Rumex alpinus	2023	Plantae
2965438	Medicago rigidula	2023	Plantae
2985963	Deutzia crenata	2023	Plantae
3001270	Malus purpurea	2023	Plantae
3026035	Cotoneaster coriaceus	2023	Plantae
3121668	Artemisia austriaca	2023	Plantae
3172613	Catalpa ovata	2023	Plantae
3760099	Atriplex sagittata	2023	Plantae
3833284	Choisya ternata	2023	Plantae
4088624	Limonium platyphyllum	2023	Plantae
5324959	Himantoglossum robertianum	2023	Plantae
5332120	Betula papyrifera	2023	Plantae
5332305	Ostrya carpinifolia	2023	Plantae
5359395	Trifolium angustifolium	2023	Plantae
5384950	Eclipta prostrata	2023	Plantae
5410826	Campanula carpatica	2023	Plantae
5414267	Ilex verticillata	2023	Plantae
5422716	Halidrys siliquosa	2023	Chromista
5959118	Bubo virginianus	2023	Animalia
6376216	Clematis montana	2023	Plantae
6550056	Daucus carota var. sativus Hoffm.	2023	Plantae
6950681	Megabruchidius dorsalis	2023	Animalia
7293094	Elaeagnus macrophylla	2023	Plantae
7882289	Zophobas atratus	2023	Animalia
8740315	Marionfyfea adventor	2023	Animalia
10578411	Laonome xeprovala	2023	Animalia
1112380	Mallodon downesii	2022	Animalia
1770416	Ochropleura leucogaster	2022	Animalia
1798504	Dysgonia algira	2022	Animalia
1910629	Hypolimnas bolina	2022	Animalia
1994767	Pycnoscelus surinamensis	2022	Animalia
2036052	Hishimonus hamatus	2022	Animalia
2164198	Cheiracanthium mildei	2022	Animalia
2169069	Menemerus semilimbatus	2022	Animalia
2203614	Armadillidium maculatum	2022	Animalia
2285504	Yoldia limatula	2022	Animalia
2285746	Ischadium recurvum	2022	Animalia
2469188	Podarcis muralis	2022	Animalia
2492196	Melospiza melodia	2022	Animalia
2498294	Lophonetta specularioides	2022	Animalia
2685552	Abies nordmanniana	2022	Plantae
2687885	Ginkgo biloba	2022	Plantae
2705339	Eragrostis mexicana	2022	Plantae
2855823	Allium nigrum	2022	Plantae
2868796	Zantedeschia albomaculata	2022	Plantae
2869301	Lysichiton camtschatcensis	2022	Plantae
2891661	Oxalis pes-caprae	2022	Plantae
2925767	Heliotropium europaeum	2022	Plantae
2926681	Lamium confertum	2022	Plantae
2928759	Nicotiana langsdorffii	2022	Plantae
2932905	Salpiglossis sinuata	2022	Plantae
3032611	Darmera peltata	2022	Plantae
3048397	Erysimum bicolor	2022	Plantae
3082297	Limonium sinuatum	2022	Plantae
3084700	Portulaca grandiflora	2022	Plantae
3172276	Osmanthus heterophyllus	2022	Plantae
3189912	Peganum harmala	2022	Plantae
3596131	Halimium lasianthum subsp. alyssoides (Lam.) Greuter	2022	Plantae
4137839	Koeleria glauca	2022	Plantae
4362965	Melanoides tuberculata	2022	Animalia
4372673	Venus casina	2022	Animalia
5166760	Ammothea hilgendorfi	2022	Animalia
5298675	Iris pumila	2022	Plantae
5333354	Leucothoe fontanesiana	2022	Plantae
5353590	Cercis siliquastrum	2022	Plantae
5356862	Lotus tetragonolobus	2022	Plantae
5360429	Trigonella caelesyriaca	2022	Plantae
5376179	Hornungia petraea	2022	Plantae
5414975	Scoparia montevidensis	2022	Plantae
5660450	Pulmonaria rubra	2022	Plantae
5855746	Meretrix lyrata	2022	Animalia
5959111	Bubo africanus	2022	Animalia
7100404	Acer buergerianum	2022	Plantae
7298987	Centranthus calcitrapae	2022	Plantae
7331874	Veronica repens	2022	Plantae
7393329	Cucurbita moschata	2022	Plantae
7427650	Convolvulus tricolor subsp. cupanianus (Tod.) Cavara & Grande	2022	Plantae
8059430	Heleobia charruana	2022	Animalia
8237223	Halimium lasianthum	2022	Plantae
8498959	Luperomorpha xanthodera	2022	Animalia
9592414	Sporobolus michauxianus	2022	Plantae
11104870	Cicada orni	2022	Animalia
