scientificName,n_prot_areas,mean_coverage,taxonKey,speciesKey,kingdom,phylum,order,class,genus,family,species,rank,includes
"Anser cygnoides (Linnaeus, 1758)",3,,2498034,2498034,Animalia,Chordata,Anseriformes,Aves,Anser,Anatidae,Anser cygnoides,SPECIES,"2498034: Anser cygnoides (Linnaeus, 1758) | 9576332: Anser cygnoides f. domesticus"
"Anser indicus (Latham, 1790)",3,,2498035,2498035,Animalia,Chordata,Anseriformes,Aves,Anser,Anatidae,Anser indicus,SPECIES,"2498035: Anser indicus (Latham, 1790)"
"Anthrenus angustefasciatus Ganglbauer, 1904",3,,4427319,4427319,Animalia,Arthropoda,Coleoptera,Insecta,Anthrenus,Dermestidae,Anthrenus angustefasciatus,SPECIES,"4427319: Anthrenus angustefasciatus Ganglbauer, 1904"
Arum italicum Mill.,3,,5330661,5330661,Plantae,Tracheophyta,Alismatales,Liliopsida,Arum,Araceae,Arum italicum,SPECIES,5330661: Arum italicum Mill. | 5330664: Arum italicum subsp. neglectum (F.Towns.) Prime | 7228304: Arum italicum subsp. italicum | 7383516: Arum italicum var. neglectum F.Towns. | 10984816: Arum italicum var. italicum
Aubrieta deltoidea (L.) DC.,3,,3054117,3054117,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Aubrieta,Brassicaceae,Aubrieta deltoidea,SPECIES,3054117: Aubrieta deltoidea (L.) DC.
Azolla filiculoides Lam.,3,,2650107,2650107,Plantae,Tracheophyta,Salviniales,Polypodiopsida,Azolla,Salviniaceae,Azolla filiculoides,SPECIES,2650107: Azolla filiculoides Lam.
Berberis julianae C.K.Schneid.,3,,3981543,3981543,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Berberis,Berberidaceae,Berberis julianae,SPECIES,3981543: Berberis julianae C.K.Schneid.
Berteroa incana (L.) DC.,3,,3053522,3053522,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Berteroa,Brassicaceae,Berteroa incana,SPECIES,3053522: Berteroa incana (L.) DC.
Bidens frondosa L.,3,,5392174,5392174,Plantae,Tracheophyta,Asterales,Magnoliopsida,Bidens,Asteraceae,Bidens frondosa,SPECIES,5392174: Bidens frondosa L. | 5700912: Bidens frondosa var. anomala Porter ex Fernald | 7872129: Bidens frondosa var. frondosa
Borago officinalis L.,3,,2926110,2926110,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Borago,Boraginaceae,Borago officinalis,SPECIES,2926110: Borago officinalis L.
"Branta canadensis (Linnaeus, 1758)",3,,5232437,5232437,Animalia,Chordata,Anseriformes,Aves,Branta,Anatidae,Branta canadensis,SPECIES,"5232437: Branta canadensis (Linnaeus, 1758) | 5232443: Branta canadensis parvipes (Cassin, 1852) | 7191098: Branta canadensis canadensis"
"Branta hutchinsii (Richardson, 1832)",3,,5232452,5232452,Animalia,Chordata,Anseriformes,Aves,Branta,Anatidae,Branta hutchinsii,SPECIES,"5232452: Branta hutchinsii (Richardson, 1832) | 5232453: Branta hutchinsii minima Ridgway, 1885 | 5232460: Branta hutchinsii taverneri Delacour, 1951 | 5232463: Branta canadensis hutchinsi (Richardson, 1832) | 7191099: Branta hutchinsii hutchinsii"
Brassica napus L.,3,,3042636,3042636,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Brassica,Brassicaceae,Brassica napus,SPECIES,3042636: Brassica napus L. | 6392906: Brassica napus var. napus | 7225635: Brassica napus subsp. napus | 7801836: Brassica napus subsp. napobrassica (L.) O.Schwarz
Brassica rapa L.,3,,7903057,7903057,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Brassica,Brassicaceae,Brassica rapa,SPECIES,3042702: Brassica rapa subsp. chinensis (L.) Hanelt | 3042723: Brassica rapa subsp. campestris (L.) A.R.Clapham | 6449378: Brassica rapa var. oleifera DC. | 7225636: Brassica rapa subsp. rapa | 7903057: Brassica rapa L.
Bromus madritensis L.,3,,2703721,2703721,Plantae,Tracheophyta,Poales,Liliopsida,Bromus,Poaceae,Bromus madritensis,SPECIES,2703721: Bromus madritensis L. | 2703722: Anisantha madritensis (L.) Nevski
Buddleja davidii Franch.,3,,3173338,3173338,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Buddleja,Scrophulariaceae,Buddleja davidii,SPECIES,3173338: Buddleja davidii Franch. | 4055561: Buddleja variabilis Hemsl.
Calendula officinalis L.,3,,5391480,5391480,Plantae,Tracheophyta,Asterales,Magnoliopsida,Calendula,Asteraceae,Calendula officinalis,SPECIES,5391480: Calendula officinalis L.
Calluna vulgaris (L.) Hull,3,,2882482,2882482,Plantae,Tracheophyta,Ericales,Magnoliopsida,Calluna,Ericaceae,Calluna vulgaris,SPECIES,2882482: Calluna vulgaris (L.) Hull
Campanula portenschlagiana Schult.,3,,5410411,5410411,Plantae,Tracheophyta,Asterales,Magnoliopsida,Campanula,Campanulaceae,Campanula portenschlagiana,SPECIES,5410411: Campanula portenschlagiana Schult.
Campylopus introflexus (Hedw.) Brid.,3,,5281901,5281901,Plantae,Bryophyta,Dicranales,Bryopsida,Campylopus,Leucobryaceae,Campylopus introflexus,SPECIES,5281901: Campylopus introflexus (Hedw.) Brid.
"Carassius gibelio (Bloch, 1782)",3,,2366634,2366634,Animalia,Chordata,Cypriniformes,,Carassius,Cyprinidae,Carassius gibelio,SPECIES,"2366634: Carassius gibelio (Bloch, 1782) | 6166945: Carassius auratus gibelio (Bloch, 1782)"
Carduus acanthoides L.,3,,3114643,3114643,Plantae,Tracheophyta,Asterales,Magnoliopsida,Carduus,Asteraceae,Carduus acanthoides,SPECIES,3114643: Carduus acanthoides L.
Castanea sativa Mill.,3,,5333294,5333294,Plantae,Tracheophyta,Fagales,Magnoliopsida,Castanea,Fagaceae,Castanea sativa,SPECIES,5333294: Castanea sativa Mill. | 5333296: Castanea vulgaris Lam.
Centranthus ruber (L.) DC.,3,,2888740,2888740,Plantae,Tracheophyta,Dipsacales,Magnoliopsida,Centranthus,Caprifoliaceae,Centranthus ruber,SPECIES,2888740: Centranthus ruber (L.) DC.
Cerastium tomentosum L.,3,,3085438,3085438,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Cerastium,Caryophyllaceae,Cerastium tomentosum,SPECIES,3085438: Cerastium tomentosum L.
Chamaecyparis lawsoniana (A.Murray bis) Parl.,3,,2683866,2683866,Plantae,Tracheophyta,Pinales,Pinopsida,Chamaecyparis,Cupressaceae,Chamaecyparis lawsoniana,SPECIES,2683866: Chamaecyparis lawsoniana (A.Murray bis) Parl.
"Chloephaga picta (J.F.Gmelin, 1789)",3,,5232428,5232428,Animalia,Chordata,Anseriformes,Aves,Chloephaga,Anatidae,Chloephaga picta,SPECIES,"5232428: Chloephaga picta (J.F.Gmelin, 1789)"
"Chrysolina americana (Linnaeus, 1758)",3,,4460066,4460066,Animalia,Arthropoda,Coleoptera,Insecta,Chrysolina,Chrysomelidae,Chrysolina americana,SPECIES,"4460066: Chrysolina americana (Linnaeus, 1758)"
"Cochlicella acuta (O.F.Müller, 1774)",3,,4562917,4562917,Animalia,Mollusca,Stylommatophora,Gastropoda,Cochlicella,Geomitridae,Cochlicella acuta,SPECIES,"4562917: Cochlicella acuta (O.F.Müller, 1774)"
"Columba livia J.F.Gmelin, 1789",3,,2495414,2495414,Animalia,Chordata,Columbiformes,Aves,Columba,Columbidae,Columba livia,SPECIES,"2495414: Columba livia J.F.Gmelin, 1789 | 7191490: Columba livia livia | 9310871: Columba livia f. domestica | 10729360: Columba livia var. domestica J.F.Gmelin, 1789 | 10887517: Columba livia domestica"
Cornus sericea L.,3,,3082244,3082244,Plantae,Tracheophyta,Cornales,Magnoliopsida,Cornus,Cornaceae,Cornus sericea,SPECIES,3082244: Cornus sericea L.
Coronilla varia L.,3,,5350005,5350005,Plantae,Tracheophyta,Fabales,Magnoliopsida,Coronilla,Fabaceae,Coronilla varia,SPECIES,5350000: Securigera varia (L.) Lassen | 5350005: Coronilla varia L.
Cosmos bipinnatus Cav.,3,,3098912,3098912,Plantae,Tracheophyta,Asterales,Magnoliopsida,Cosmos,Asteraceae,Cosmos bipinnatus,SPECIES,3098912: Cosmos bipinnatus Cav.
Cotoneaster bullatus Bois ex Bilm. & Bois,3,,3026294,3026294,Plantae,Tracheophyta,Rosales,Magnoliopsida,Cotoneaster,Rosaceae,Cotoneaster bullatus,SPECIES,3026160: Cotoneaster rehderi Pojark. | 3026161: Cotoneaster bullatus var. macrophyllus Rehder & E.H.Wilson | 3026294: Cotoneaster bullatus Bois ex Bilm. & Bois
Cotoneaster franchetii Boiss.,3,,3026162,3026162,Plantae,Tracheophyta,Rosales,Magnoliopsida,Cotoneaster,Rosaceae,Cotoneaster franchetii,SPECIES,3025944: Cotoneaster mairei H.Lév. | 3026154: Cotoneaster sternianus (Turrill) Boom | 3026162: Cotoneaster franchetii Boiss.
Cotoneaster salicifolius Franch.,3,,3026074,3026074,Plantae,Tracheophyta,Rosales,Magnoliopsida,Cotoneaster,Rosaceae,Cotoneaster salicifolius,SPECIES,3025758: Cotoneaster hylmoei Flinck & J.Fryer | 3026074: Cotoneaster salicifolius Franch. | 3026076: Cotoneaster salicifolius var. rugosus (E.Pritz.) Rehder & E.H.Wilson
Cotula coronopifolia L.,3,,3112110,3112110,Plantae,Tracheophyta,Asterales,Magnoliopsida,Cotula,Asteraceae,Cotula coronopifolia,SPECIES,3112110: Cotula coronopifolia L.
Crassula helmsii (Kirk) Cockayne,3,,5362054,5362054,Plantae,Tracheophyta,Saxifragales,Magnoliopsida,Crassula,Crassulaceae,Crassula helmsii,SPECIES,5362054: Crassula helmsii (Kirk) Cockayne | 8035075: Crassula helmsii (Kirk) A.Berger
Cyclamen hederifolium Aiton,3,,7127810,7127810,Plantae,Tracheophyta,Ericales,Magnoliopsida,Cyclamen,Primulaceae,Cyclamen hederifolium,SPECIES,7127810: Cyclamen hederifolium Aiton
"Cydalima perspectalis (Walker, 1859)",3,,4532122,4532122,Animalia,Arthropoda,Lepidoptera,Insecta,Cydalima,Crambidae,Cydalima perspectalis,SPECIES,"4532122: Cydalima perspectalis (Walker, 1859)"
"Cygnus atratus (Latham, 1790)",3,,2498344,2498344,Animalia,Chordata,Anseriformes,Aves,Cygnus,Anatidae,Cygnus atratus,SPECIES,"2498344: Cygnus atratus (Latham, 1790)"
"Cymbalaria muralis G.Gaertn., B.Mey. & Scherb.",3,,8200663,8200663,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Cymbalaria,Plantaginaceae,Cymbalaria muralis,SPECIES,"5414985: Linaria cymbalaria (L.) Mill. | 7331861: Cymbalaria muralis subsp. muralis | 8200663: Cymbalaria muralis G.Gaertn., B.Mey. & Scherb. | 8317562: Cymbalaria muralis f. muralis"
Cynodon dactylon (L.) Pers.,3,,6109637,6109637,Plantae,Tracheophyta,Poales,Liliopsida,Cynodon,Poaceae,Cynodon dactylon,SPECIES,6109637: Cynodon dactylon (L.) Pers.
Cyperus eragrostis Lam.,3,,2715482,2715482,Plantae,Tracheophyta,Poales,Liliopsida,Cyperus,Cyperaceae,Cyperus eragrostis,SPECIES,2715482: Cyperus eragrostis Lam.
Cyperus esculentus L.,3,,2716226,2716226,Plantae,Tracheophyta,Poales,Liliopsida,Cyperus,Cyperaceae,Cyperus esculentus,SPECIES,2716226: Cyperus esculentus L.
"Cyprinus carpio Linnaeus, 1758",3,,4286975,4286975,Animalia,Chordata,Cypriniformes,,Cyprinus,Cyprinidae,Cyprinus carpio,SPECIES,"4286975: Cyprinus carpio Linnaeus, 1758 | 7059109: Cyprinus carpio carpio | 8732936: Cyprinus carpio var. carpio"
"Dama dama (Linnaeus, 1758)",3,,5220136,5220136,Animalia,Chordata,Artiodactyla,Mammalia,Dama,Cervidae,Dama dama,SPECIES,"5220136: Dama dama (Linnaeus, 1758)"
Datura stramonium L.,3,,2928751,2928751,Plantae,Tracheophyta,Solanales,Magnoliopsida,Datura,Solanaceae,Datura stramonium,SPECIES,2928751: Datura stramonium L. | 2928753: Datura stramonium var. tatula (L.) Torr. | 6402349: Datura stramonium var. stramonium | 12375942: Datura stramonium var. inermis (Juss. ex Jacq.) C.E.Lundstr.
Digitaria sanguinalis (L.) Scop.,3,,5289972,5289972,Plantae,Tracheophyta,Poales,Liliopsida,Digitaria,Poaceae,Digitaria sanguinalis,SPECIES,5289972: Digitaria sanguinalis (L.) Scop. | 5675253: Digitaria sanguinalis subsp. pectiniformis Henrard | 8946022: Panicum sanguinale L. | 10966302: Digitaria sanguinalis subsp. sanguinalis
"Dryocosmus kuriphilus Yasumatsu, 1951",3,,1309652,1309652,Animalia,Arthropoda,Hymenoptera,Insecta,Dryocosmus,Cynipidae,Dryocosmus kuriphilus,SPECIES,"1309652: Dryocosmus kuriphilus Yasumatsu, 1951"
Dysphania ambrosioides (L.) Mosyakin & Clemants,3,,5568446,5568446,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Dysphania,Amaranthaceae,Dysphania ambrosioides,SPECIES,3083836: Chenopodium ambrosioides L. | 5568446: Dysphania ambrosioides (L.) Mosyakin & Clemants
Echinochloa crus-galli (L.) P.Beauv.,3,,2702808,2702808,Plantae,Tracheophyta,Poales,Liliopsida,Echinochloa,Poaceae,Echinochloa crus-galli,SPECIES,2702798: Echinochloa esculenta (A.Braun) H.Scholz | 2702808: Echinochloa crus-galli (L.) P.Beauv. | 4111160: Oplismenus crus-galli (L.) Dumort. | 7226834: Echinochloa crus-galli subsp. crus-galli
Epilobium ciliatum Raf.,3,,9188840,9188840,Plantae,Tracheophyta,Myrtales,Magnoliopsida,Epilobium,Onagraceae,Epilobium ciliatum,SPECIES,6427720: Epilobium adenocaulon Hausskn. | 9188840: Epilobium ciliatum Raf.
Eragrostis minor Host,3,,2705449,2705449,Plantae,Tracheophyta,Poales,Liliopsida,Eragrostis,Poaceae,Eragrostis minor,SPECIES,2705449: Eragrostis minor Host
Eragrostis multicaulis Steud.,3,,2705401,2705401,Plantae,Tracheophyta,Poales,Liliopsida,Eragrostis,Poaceae,Eragrostis multicaulis,SPECIES,2705401: Eragrostis multicaulis Steud. | 5940708: Eragrostis pilosa subsp. damiensiana (Bonnier) Thell.
Eragrostis pilosa (L.) P.Beauv.,3,,2705400,2705400,Plantae,Tracheophyta,Poales,Liliopsida,Eragrostis,Poaceae,Eragrostis pilosa,SPECIES,2705400: Eragrostis pilosa (L.) P.Beauv. | 7226830: Eragrostis pilosa subsp. pilosa
Erigeron annuus (L.) Pers.,3,,3117449,3117449,Plantae,Tracheophyta,Asterales,Magnoliopsida,Erigeron,Asteraceae,Erigeron annuus,SPECIES,3117449: Erigeron annuus (L.) Pers. | 4211808: Erigeron strigosus var. septentrionalis (Fernald & Wiegand) Fernald | 4219549: Erigeron annuus subsp. septentrionalis (Fernald & Wiegand) Wagenitz | 6298105: Erigeron annuus subsp. annuus | 8341904: Stenactis annua (L.) Cass. ex Less. | 8392258: Erigeron annuus (L.) Desf
Erigeron canadensis L.,3,,3146791,3146791,Plantae,Tracheophyta,Asterales,Magnoliopsida,Erigeron,Asteraceae,Erigeron canadensis,SPECIES,3146791: Erigeron canadensis L. | 5404801: Conyza canadensis (L.) Cronquist
Erigeron karvinskianus DC.,3,,3147168,3147168,Plantae,Tracheophyta,Asterales,Magnoliopsida,Erigeron,Asteraceae,Erigeron karvinskianus,SPECIES,3147168: Erigeron karvinskianus DC.
Erigeron sumatrensis Retz.,3,,3146683,3146683,Plantae,Tracheophyta,Asterales,Magnoliopsida,Erigeron,Asteraceae,Erigeron sumatrensis,SPECIES,3146683: Erigeron sumatrensis Retz. | 5398027: Conyza sumatrensis (Retz.) E.Walker
"Eriocheir sinensis H.Milne Edwards, 1853",3,,2225776,2225776,Animalia,Arthropoda,Decapoda,Malacostraca,Eriocheir,Varunidae,Eriocheir sinensis,SPECIES,"2225776: Eriocheir sinensis H.Milne Edwards, 1853 | 10020734: BOLD:AAB0750"
Eruca vesicaria (L.) Cav.,3,,5375920,5375920,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Eruca,Brassicaceae,Eruca vesicaria,SPECIES,5375920: Eruca vesicaria (L.) Cav. | 5375925: Eruca vesicaria subsp. sativa (Mill.) Thell. | 9106853: Eruca sativa subsp. sativa
Erysimum cheiri (L.) Crantz,3,,3048203,3048203,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Erysimum,Brassicaceae,Erysimum cheiri,SPECIES,3048203: Erysimum cheiri (L.) Crantz | 5375597: Cheiranthus cheiri L.
Eschscholzia californica Cham.,3,,2888380,2888380,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Eschscholzia,Papaveraceae,Eschscholzia californica,SPECIES,"2888380: Eschscholzia californica Cham. | 7314755: Eschscholzia douglasii (Hook. & Arn. ex Torr. & A.Gray) A.Gray, 1853"
Euphorbia lathyris L.,3,,3066965,3066965,Plantae,Tracheophyta,Malpighiales,Magnoliopsida,Euphorbia,Euphorbiaceae,Euphorbia lathyris,SPECIES,3066965: Euphorbia lathyris L.
Fagopyrum esculentum Moench,3,,2889373,2889373,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Fagopyrum,Polygonaceae,Fagopyrum esculentum,SPECIES,2889373: Fagopyrum esculentum Moench
Fallopia baldschuanica (Regel) Holub,3,,5334351,5334351,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Fallopia,Polygonaceae,Fallopia baldschuanica,SPECIES,5334351: Fallopia baldschuanica (Regel) Holub | 5334436: Fallopia aubertii (L.Henry) Holub
"Faxonius limosus (Rafinesque, 1817)",3,,8909595,8909595,Animalia,Arthropoda,Decapoda,Malacostraca,Faxonius,Cambaridae,Faxonius limosus,SPECIES,"2227000: Orconectes limosus (Rafinesque, 1817) | 8909595: Faxonius limosus (Rafinesque, 1817)"
Festuca myuros L.,3,,2702727,2702727,Plantae,Tracheophyta,Poales,Liliopsida,Festuca,Poaceae,Festuca myuros,SPECIES,2702727: Festuca myuros L. | 5289590: Vulpia myuros (L.) C.C.Gmel.
Foeniculum vulgare Mill.,3,,3034922,3034922,Plantae,Tracheophyta,Apiales,Magnoliopsida,Foeniculum,Apiaceae,Foeniculum vulgare,SPECIES,3034922: Foeniculum vulgare Mill. | 3641272: Foeniculum officinale All.
Galanthus nivalis L.,3,,2855356,2855356,Plantae,Tracheophyta,Asparagales,Liliopsida,Galanthus,Amaryllidaceae,Galanthus nivalis,SPECIES,2855356: Galanthus nivalis L. | 2855358: Galanthus nivalis var. scharlockii Casp. | 2855360: Galanthus scharlokii (Casp.) Baker | 7316133: Galanthus nivalis subsp. nivalis | 10963973: Galanthus nivalis var. nivalis
Galega officinalis L.,3,,2975667,2975667,Plantae,Tracheophyta,Fabales,Magnoliopsida,Galega,Fabaceae,Galega officinalis,SPECIES,2975667: Galega officinalis L.
Galinsoga parviflora Cav.,3,,3132570,3132570,Plantae,Tracheophyta,Asterales,Magnoliopsida,Galinsoga,Asteraceae,Galinsoga parviflora,SPECIES,3132570: Galinsoga parviflora Cav.
Galinsoga quadriradiata Ruiz & Pav.,3,,8298495,8298495,Plantae,Tracheophyta,Asterales,Magnoliopsida,Galinsoga,Asteraceae,Galinsoga quadriradiata,SPECIES,3132590: Galinsoga ciliata (Raf.) S.F.Blake | 8298495: Galinsoga quadriradiata Ruiz & Pav.
"Gammarus tigrinus Sexton, 1939",3,,2219863,2219863,Animalia,Arthropoda,Amphipoda,Malacostraca,Gammarus,Gammaridae,Gammarus tigrinus,SPECIES,"2219863: Gammarus tigrinus Sexton, 1939"
Geranium macrorrhizum L.,3,,2891079,2891079,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium macrorrhizum,SPECIES,2891079: Geranium macrorrhizum L.
Geranium nodosum L.,3,,2890287,2890287,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium nodosum,SPECIES,2890287: Geranium nodosum L.
Geranium phaeum L.,3,,2891390,2891390,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium phaeum,SPECIES,2891390: Geranium phaeum L.
Geranium purpureum Vill.,3,,2890541,2890541,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium purpureum,SPECIES,2890541: Geranium purpureum Vill.
Geranium pyrenaicum Burm.f.,3,,2890122,2890122,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium pyrenaicum,SPECIES,2890122: Geranium pyrenaicum Burm.f.
"Harmonia axyridis (Pallas, 1773)",3,,4989904,4989904,Animalia,Arthropoda,Coleoptera,Insecta,Harmonia,Coccinellidae,Harmonia axyridis,SPECIES,"4989904: Harmonia axyridis (Pallas, 1773) | 9986462: BOLD:AAB5640 | 10120173: Harmonia axyridis f. conspicua | 10364473: Harmonia axyridis f. spectabilis | 11134183: Harmonia axyridis f. succinea | 11206794: Harmonia axyridis f. axyridis"
Hemerocallis fulva (L.) L.,3,,2781074,2781074,Plantae,Tracheophyta,Asparagales,Liliopsida,Hemerocallis,Asphodelaceae,Hemerocallis fulva,SPECIES,2781074: Hemerocallis fulva (L.) L.
Heracleum mantegazzianum Sommier & Levier,3,,3034825,3034825,Plantae,Tracheophyta,Apiales,Magnoliopsida,Heracleum,Apiaceae,Heracleum mantegazzianum,SPECIES,3034825: Heracleum mantegazzianum Sommier & Levier
Hesperis matronalis L.,3,,3042291,3042291,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Hesperis,Brassicaceae,Hesperis matronalis,SPECIES,3042291: Hesperis matronalis L.
Hibiscus syriacus L.,3,,3152583,3152583,Plantae,Tracheophyta,Malvales,Magnoliopsida,Hibiscus,Malvaceae,Hibiscus syriacus,SPECIES,3152583: Hibiscus syriacus L.
Hirschfeldia incana (L.) Lagr.-Foss.,3,,3050595,3050595,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Hirschfeldia,Brassicaceae,Hirschfeldia incana,SPECIES,3050595: Hirschfeldia incana (L.) Lagr.-Foss.
Hordeum vulgare L.,3,,2706056,2706056,Plantae,Tracheophyta,Poales,Liliopsida,Hordeum,Poaceae,Hordeum vulgare,SPECIES,2706056: Hordeum vulgare L. | 2706063: Hordeum hexastichon L. | 4932619: Hordeum vulgare subsp. vulgare | 6313801: Hordeum vulgare subsp. hexastichon (L.) Čelak. | 7940113: Hordeum distichon subsp. distichon
Hydrocotyle ranunculoides L.fil.,3,,7978544,7978544,Plantae,Tracheophyta,Apiales,Magnoliopsida,Hydrocotyle,Araliaceae,Hydrocotyle ranunculoides,SPECIES,7978544: Hydrocotyle ranunculoides L.fil.
Hyssopus officinalis L.,3,,5341387,5341387,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Hyssopus,Lamiaceae,Hyssopus officinalis,SPECIES,5341387: Hyssopus officinalis L. | 7522399: Hyssopus officinalis var. aristatus (Godr.) Briq.
Impatiens glandulifera Royle,3,,2891770,2891770,Plantae,Tracheophyta,Ericales,Magnoliopsida,Impatiens,Balsaminaceae,Impatiens glandulifera,SPECIES,2891770: Impatiens glandulifera Royle | 2891771: Impatiens roylei Walp.
Impatiens parviflora DC.,3,,2891782,2891782,Plantae,Tracheophyta,Ericales,Magnoliopsida,Impatiens,Balsaminaceae,Impatiens parviflora,SPECIES,2891782: Impatiens parviflora DC.
Juglans regia L.,3,,3054368,3054368,Plantae,Tracheophyta,Fagales,Magnoliopsida,Juglans,Juglandaceae,Juglans regia,SPECIES,3054368: Juglans regia L.
Juncus tenuis Willd.,3,,2702084,2702084,Plantae,Tracheophyta,Poales,Liliopsida,Juncus,Juncaceae,Juncus tenuis,SPECIES,2702084: Juncus tenuis Willd. | 4270827: Juncus tenuis var. tenuis
Laburnum anagyroides Medik.,3,,5356345,5356345,Plantae,Tracheophyta,Fabales,Magnoliopsida,Laburnum,Fabaceae,Laburnum anagyroides,SPECIES,5356345: Laburnum anagyroides Medik.
