SITECODE,SITENAME,SITETYPE,n_taxa,n_obs,flanders,wallonia,brussels
BE2200525,Bokrijk en omgeving,A,321,5217,TRUE,FALSE,FALSE
BE2100015,Kalmthoutse Heide,B,305,10944,TRUE,FALSE,FALSE
BE2500831,Ijzervallei,A,298,12661,TRUE,FALSE,FALSE
BE2200041,Jekervallei en bovenloop van de Demervallei,B,297,3608,TRUE,FALSE,FALSE
BE2200626,De Maten,A,292,5739,TRUE,FALSE,FALSE
BE2200028,De Maten,B,286,5520,TRUE,FALSE,FALSE
BE2200030,Mangelbeek en heide- en vengebieden tussen Houthalen en Gruitrode,B,284,6284,TRUE,FALSE,FALSE
BE2100019,"Het Blak, Kievitsheide, Ekstergoor en nabijgelegen Kamsalamanderhabitats",B,281,5782,TRUE,FALSE,FALSE
BE2501033,Het Zwin,A,280,11221,TRUE,FALSE,FALSE
BE2200034,"Itterbeek met Brand, Jagersborg en Schootsheide en Bergerven",B,280,3477,TRUE,FALSE,FALSE
BE2200039,Voerstreek,B,277,2895,TRUE,FALSE,FALSE
BE2300222,Kuifeend en Blokkersdijk,A,274,36291,TRUE,FALSE,FALSE
BE2200043,Bosbeekvallei en aangrenzende bos- en heidegebieden te As-Opglabbeek-Maaseik,B,274,3214,TRUE,FALSE,FALSE
BE2200036,Plateau van Caestert met hellingbossen en mergelgrotten.,B,257,2350,TRUE,FALSE,FALSE
BE2301134,Krekengebied,A,252,24725,TRUE,FALSE,FALSE
BE2200727,De Mechelse Heide en de Vallei van de Ziepbeek,A,235,6454,TRUE,FALSE,FALSE
BE2100020,"Heesbossen, Vallei van Marke en Merkske en Ringven met valleigronden langs de Heerlese Loop",B,206,4180,TRUE,FALSE,FALSE
BE2524317,Kustbroedvogels te Zeebrugge-Heist,A,190,2694,TRUE,FALSE,FALSE
BE2220313,"Houthalen-Helchteren, Meeuwen-Gruitrode en Peer",A,183,3882,TRUE,FALSE,FALSE
BE2100424,De Zegge,A,115,1359,TRUE,FALSE,FALSE
