SITECODE,SITENAME,SITETYPE,n_species,n_obs,flanders,wallonia,brussels
BE2200626,De Maten,A,14,1136,TRUE,FALSE,FALSE
BE2200028,De Maten,B,14,1105,TRUE,FALSE,FALSE
BE33014C0,Vallée de l'Ourthe entre Comblain-au-Pont et Angleur,C,14,837,FALSE,TRUE,FALSE
BE2200035,Mechelse Heide en vallei van de Ziepbeek,B,14,750,TRUE,FALSE,FALSE
BE2200038,Bossen en kalkgraslanden van Haspengouw,B,13,2440,TRUE,FALSE,FALSE
BE2200032,"Hageven met Dommelvallei, Beverbeekse Heide, Warmbeek en Wateringen",B,13,2431,TRUE,FALSE,FALSE
BE2217310,"Bocholt, Hechtel-Eksel, Meeuwen-Gruitrode, Neerpelt en Peer",A,13,1295,TRUE,FALSE,FALSE
BE31002C0,Vallées de l'Argentine et de la Lasne,C,13,846,FALSE,TRUE,FALSE
BE2500121,Westkust,A,13,818,TRUE,FALSE,FALSE
BE32005C0,Vallées de la Dendre et de la Marcq,C,13,502,FALSE,TRUE,FALSE
BE2200041,Jekervallei en bovenloop van de Demervallei,B,13,476,TRUE,FALSE,FALSE
BE2300222,Kuifeend en Blokkersdijk,A,12,5534,TRUE,FALSE,FALSE
BE2218311,Militair domein en vallei van de Zwarte Beek,A,12,1308,TRUE,FALSE,FALSE
BE2400009,Hallerbos en nabije boscomplexen met brongebieden en heiden,B,12,1293,TRUE,FALSE,FALSE
BE2100019,"Het Blak, Kievitsheide, Ekstergoor en nabijgelegen Kamsalamanderhabitats",B,12,1191,TRUE,FALSE,FALSE
BE2100323,Kalmthoutse Heide,A,12,1101,TRUE,FALSE,FALSE
BE2100015,Kalmthoutse Heide,B,12,1061,TRUE,FALSE,FALSE
BE33004C0,Basse Meuse et Meuse mitoyenne,C,12,248,FALSE,TRUE,FALSE
BE2100424,De Zegge,A,12,246,TRUE,FALSE,FALSE
BE2301134,Krekengebied,A,11,4848,TRUE,FALSE,FALSE
BE2200029,"Vallei- en brongebied van de Zwarte Beek, Bolisserbeek en Dommel met heide en vengebieden.",B,11,1776,TRUE,FALSE,FALSE
BE2400010,"Valleigebied tussen Melsbroek, Kampenhout, Kortemberg en Veltem.",B,11,1442,TRUE,FALSE,FALSE
BE34050C0,Bassin de la Semois entre Tintigny et Jamoigne,C,11,1422,FALSE,TRUE,FALSE
BE34056C0,Bassin de la Semois de Etalle à Tintigny,C,11,735,FALSE,TRUE,FALSE
BE2200727,De Mechelse Heide en de Vallei van de Ziepbeek,A,11,587,TRUE,FALSE,FALSE
BE2200042,Overgang Kempen-Haspengouw,B,11,579,TRUE,FALSE,FALSE
BE31010C0,Sources de la Dyle,C,11,566,FALSE,TRUE,FALSE
BE2200525,Bokrijk en omgeving,A,11,522,TRUE,FALSE,FALSE
BE2500003,Westvlaams Heuvelland,B,11,454,TRUE,FALSE,FALSE
BE35003C0,Vallée de la Sambre en aval de la confluence avec l'Orneau,C,11,346,FALSE,TRUE,FALSE
BE35038C0,Bassin de la Lesse entre Villers-sur-Lesse et Chanly,C,11,316,FALSE,TRUE,FALSE
BE33016C0,Basse vallée de la Vesdre,C,11,285,FALSE,TRUE,FALSE
BE33009C0,Vallée de la Mehaigne,C,11,166,FALSE,TRUE,FALSE
BE32044C0,Bassin de l'Escaut en amont de Tournai,C,11,126,FALSE,TRUE,FALSE
BE31004C0,Vallée de la Dyle en aval d'Archennes,C,10,2172,FALSE,TRUE,FALSE
BE34046C0,Bassin de la Semois de Florenville à Auby,C,10,527,FALSE,TRUE,FALSE
BE34003C0,Vallée de l'Ourthe entre Hotton et Barvaux-sur-Ourthe,C,10,368,FALSE,TRUE,FALSE
BE32001C0,Vallée de la Lys,C,10,352,FALSE,TRUE,FALSE
BE31005C0,Vallée de la Nethen,C,10,272,FALSE,TRUE,FALSE
BE35004C0,Vallée de la Meuse de Dave à Marche-les-Dames,C,10,270,FALSE,TRUE,FALSE
BE32012C0,Bord nord du bassin de la Haine,C,10,268,FALSE,TRUE,FALSE
BE33028C0,Vallée de l'Amblève du Pont de Targnon à Remouchamps,C,10,218,FALSE,TRUE,FALSE
BE32014C0,Vallée de la Haine en amont de Mons,C,10,190,FALSE,TRUE,FALSE
BE34004C0,Massifs forestiers famenniens entre Hotton et Barvaux-sur-Ourthe,C,10,96,FALSE,TRUE,FALSE
BE34051C0,Vallées du Ruisseau de Mellier et de la Mandebras,C,10,67,FALSE,TRUE,FALSE
BE35026C0,Massif forestier de Cerfontaine,C,10,35,FALSE,TRUE,FALSE
BE1000001,La Forêt de Soignes avec lisières et domaines boisés avoisinants et la Vallée de la Woluwe - complexe Forêt de Soignes - Vallée de la Woluwe,B,9,5030,FALSE,FALSE,TRUE
BEMNZ0001,Vlaamse Banken,B,9,685,FALSE,FALSE,FALSE
BE32036C0,Vallée de l'Eau Blanche à Virelles,C,9,636,FALSE,TRUE,FALSE
BE32002C0,Vallée de l'Escaut en aval de Tournai,C,9,480,FALSE,TRUE,FALSE
BE35030C0,La Calestienne entre Frasnes et Doische,C,9,462,FALSE,TRUE,FALSE
BE34042C0,Bassin de la Semois de Bouillon à Alle,C,9,399,FALSE,TRUE,FALSE
BE34048C0,Bassin de la Semois de Jamoigne à Chiny,C,9,332,FALSE,TRUE,FALSE
BE31001C0,Affluents brabançons de la Senne,C,9,213,FALSE,TRUE,FALSE
BE31006C0,Vallée de la Dyle à Ottignies,C,9,175,FALSE,TRUE,FALSE
BE32021C0,Haute-Sambre en aval de Thuin,C,9,166,FALSE,TRUE,FALSE
BE35005C0,Bassin du Samson,C,9,166,FALSE,TRUE,FALSE
BE34052C0,Forêt d'Anlier,C,9,165,FALSE,TRUE,FALSE
BE31011C0,Vallée de la Thyle,C,9,130,FALSE,TRUE,FALSE
BE34049C0,Basse-Vierre,C,9,102,FALSE,TRUE,FALSE
BE34044C0,Vallée du Ruisseau des Aleines,C,9,79,FALSE,TRUE,FALSE
BE34061C0,Vallées de Laclaireau et du Rabais,C,9,36,FALSE,TRUE,FALSE
BE1000003,Zones boisées et zones humides de la Vallée du Molenbeek dans le Nord-Ouest de la Région bruxelloise,B,8,1544,FALSE,FALSE,TRUE
BE2400008,Zoniënwoud,B,8,1524,TRUE,FALSE,FALSE
BE2501033,Het Zwin,A,8,1223,TRUE,FALSE,FALSE
BE2100020,"Heesbossen, Vallei van Marke en Merkske en Ringven met valleigronden langs de Heerlese Loop",B,8,684,TRUE,FALSE,FALSE
BE34024C0,Bassin inférieur de l'Ourthe orientale,C,8,631,FALSE,TRUE,FALSE
BE2200030,Mangelbeek en heide- en vengebieden tussen Houthalen en Gruitrode,B,8,502,TRUE,FALSE,FALSE
BE32003C0,Pays des Collines,C,8,475,FALSE,TRUE,FALSE
BE35009C0,Vallée de la Meuse d'Yvoir à Dave,C,8,453,FALSE,TRUE,FALSE
BE34012C0,Vallée de l'Ourthe entre La Roche et Hotton,C,8,401,FALSE,TRUE,FALSE
BE34023C0,Vallée de l'Ourthe entre Nisramont et La Roche,C,8,399,FALSE,TRUE,FALSE
BE35010C0,Vallée du Bocq,C,8,340,FALSE,TRUE,FALSE
BE35045C0,Vallée de la Semois en aval d'Alle,C,8,273,FALSE,TRUE,FALSE
BE2200043,Bosbeekvallei en aangrenzende bos- en heidegebieden te As-Opglabbeek-Maaseik,B,8,241,TRUE,FALSE,FALSE
BE32026C0,Haute-Sambre en amont de Thuin,C,8,238,FALSE,TRUE,FALSE
BE2200039,Voerstreek,B,8,207,TRUE,FALSE,FALSE
BE34007C0,Basse vallée de l'Aisne,C,8,173,FALSE,TRUE,FALSE
BE34043C0,Bassin de la Semois du Maka à Bouillon,C,8,162,FALSE,TRUE,FALSE
BE35039C0,Vallée de la Houille en aval de Gedinne,C,8,158,FALSE,TRUE,FALSE
BE35023C0,Vallée de la Lesse entre Villers-sur-Lesse et Houyet,C,8,157,FALSE,TRUE,FALSE
BE33003C0,Montagne Saint-Pierre,C,8,146,FALSE,TRUE,FALSE
BE35019C0,Vallée de la Meuse en amont d'Hastière,C,8,142,FALSE,TRUE,FALSE
BE31007C0,Vallée du Train,C,8,124,FALSE,TRUE,FALSE
BE35025C0,La Famenne entre Eprave et Havrenne,C,8,104,FALSE,TRUE,FALSE
BE32019C0,Vallée de la Trouille,C,8,79,FALSE,TRUE,FALSE
BE32037C0,Massifs forestiers entre Momignies et Chimay,C,8,75,FALSE,TRUE,FALSE
BE33021C0,Osthertogenwald autour de Raeren,C,8,73,FALSE,TRUE,FALSE
BE35001A0,Etangs de Boneffe,A,8,47,FALSE,TRUE,FALSE
BE32030C0,Vallée de la Hante,C,8,38,FALSE,TRUE,FALSE
BE34047C0,Haute-Vierre,C,7,305,FALSE,TRUE,FALSE
BE33006C0,Vallée de la Gueule en aval de Kelmis,C,7,261,FALSE,TRUE,FALSE
BE34066C0,Vallée du Ton et Côte bajocienne de Montquintin à Ruette,C,7,258,FALSE,TRUE,FALSE
BE34064C0,Vallées de la Vire et du Ton,C,7,254,FALSE,TRUE,FALSE
BE35020C0,Vallée de la Meuse d'Hastière à Dinant,C,7,254,FALSE,TRUE,FALSE
BE33010C0,Vallée de la Meuse à Huy et vallon de la Solières,C,7,230,FALSE,TRUE,FALSE
BE34031C0,Bassin moyen de l'Ourthe occidentale,C,7,228,FALSE,TRUE,FALSE
BE34033C0,Etangs de Longchamps et de Noville,C,7,216,FALSE,TRUE,FALSE
BE35021C0,Vallée de la Lesse en aval de Houyet,C,7,209,FALSE,TRUE,FALSE
BE33036C0,Fagnes de la Roer,C,7,184,FALSE,TRUE,FALSE
BE34039C0,Haute-Sûre,C,7,173,FALSE,TRUE,FALSE
BE35011C0,Vallée de la Molignée,C,7,167,FALSE,TRUE,FALSE
BE33030C0,Vallée de l'Amblève de Chêneu au Pont de Targnon,C,7,162,FALSE,TRUE,FALSE
BE34032C0,Bassin inférieur de l'Ourthe occidentale,C,7,161,FALSE,TRUE,FALSE
BE34008C0,Camp militaire de Marche-en-Famenne,C,7,144,FALSE,TRUE,FALSE
BE33011C0,Vallées du Hoyoux et du Triffoy,C,7,136,FALSE,TRUE,FALSE
BE35002C0,Vallée de l'Orneau,C,7,134,FALSE,TRUE,FALSE
BE34002C0,Vallée de l'Ourthe entre Bomal et Hamoir,C,7,124,FALSE,TRUE,FALSE
BE35029C0,Bassin fagnard de l'Hermeton,C,7,101,FALSE,TRUE,FALSE
BE35037C0,Vallée de la Wimbe,C,7,100,FALSE,TRUE,FALSE
BE33053C0,Noir Ru et Vallée du Rechterbach,C,7,98,FALSE,TRUE,FALSE
BE1000002,Zones boisées et ouvertes au Sud de la Région bruxelloise - complexe Verrewinkel - Kinsendael,B,7,91,FALSE,FALSE,TRUE
BE34057C0,Marais de la Haute-Semois et Bois de Heinsch,C,7,90,FALSE,TRUE,FALSE
BE35027C0,Vallée de l'Eau Blanche entre Aublain et Mariembourg,C,7,80,FALSE,TRUE,FALSE
BE32025C0,Haut-Pays des Honnelles,C,7,73,FALSE,TRUE,FALSE
BE33054C0,Vallée de l'Amblève entre Montenau et Baugné,C,7,70,FALSE,TRUE,FALSE
BE35041C0,Bassin de la Houille en amont de Gedinne,C,7,70,FALSE,TRUE,FALSE
BE34005C0,La Calestienne entre Barvaux et Bomal,C,7,55,FALSE,TRUE,FALSE
BE35024C0,Vallées des Ruisseaux de Fenffe et du Vachau,C,7,52,FALSE,TRUE,FALSE
BE35008C0,Vallée du Burnot,C,7,41,FALSE,TRUE,FALSE
BE33013C0,Bois de la Neuville et de la Vecquée,C,7,30,FALSE,TRUE,FALSE
BE34038C0,Bassin supérieur de l'Ourthe occidentale,C,6,610,FALSE,TRUE,FALSE
BE33064C0,Vallée de l'Ulf,C,6,329,FALSE,TRUE,FALSE
BE33012C0,Affluents de la Meuse entre Huy et Flémalle,C,6,199,FALSE,TRUE,FALSE
BE35007C0,Forêts et lac de Bambois,C,6,175,FALSE,TRUE,FALSE
BE33043C0,Vallée de la Warche entre Butgenbach et Robertville,C,6,170,FALSE,TRUE,FALSE
BE33022C0,La Gileppe,C,6,169,FALSE,TRUE,FALSE
BE33065C0,Vallée inférieure de l'Our et ses affluents,C,6,154,FALSE,TRUE,FALSE
BE33051C0,Vallée de l'Amblève entre Wanne et Coo,C,6,136,FALSE,TRUE,FALSE
BE33026C0,Vallée de l'Ourthe entre Hamoir et Comblain-au-Pont,C,6,134,FALSE,TRUE,FALSE
BE34020C0,Bassin supérieur de la Salm,C,6,120,FALSE,TRUE,FALSE
BE32024C0,Basse-Sambre,C,6,111,FALSE,TRUE,FALSE
BE34029C0,Haute-Wamme et Masblette,C,6,99,FALSE,TRUE,FALSE
BE35036C0,Vallée du Biran,C,6,97,FALSE,TRUE,FALSE
BE33002B0,Basse vallée du Geer,B,6,94,FALSE,TRUE,FALSE
BE2200036,Plateau van Caestert met hellingbossen en mergelgrotten.,B,6,87,TRUE,FALSE,FALSE
BE34013C0,Haute vallée de l'Aisne,C,6,83,FALSE,TRUE,FALSE
BE34053C0,Bassin de l'Attert,C,6,75,FALSE,TRUE,FALSE
BE34027C0,Bassin de la Lomme de Poix-Saint-Hubert à Grupont,C,6,65,FALSE,TRUE,FALSE
BE35032C0,Bassin ardennais du Viroin,C,6,49,FALSE,TRUE,FALSE
BE35022C0,Bassin de l'Iwène,C,6,47,FALSE,TRUE,FALSE
BE34041C0,Sûre frontalière,C,6,45,FALSE,TRUE,FALSE
BE34022C0,Basse vallée de la Wamme,C,6,44,FALSE,TRUE,FALSE
BE34026C0,Massif forestier de Daverdisse,C,6,43,FALSE,TRUE,FALSE
BE34036C0,Haute-Lesse,C,6,43,FALSE,TRUE,FALSE
BE35034C0,Vallées des Ruisseaux de Rempeine et de la Scheloupe,C,6,43,FALSE,TRUE,FALSE
BE32038C0,Bois de Bourlers et de Baileux,C,6,38,FALSE,TRUE,FALSE
BE33008C0,Vallée de la Burdinale,C,6,32,FALSE,TRUE,FALSE
BE34058C0,Camp militaire de Lagland,C,6,31,FALSE,TRUE,FALSE
BE34015C0,Fanges des sources de l'Aisne,C,6,27,FALSE,TRUE,FALSE
BE35040C0,Vallée de la Hulle,C,6,24,FALSE,TRUE,FALSE
BE33034C0,Vallée de la Hoëgne,C,6,16,FALSE,TRUE,FALSE
BEMNZ0003,SBZ 2 / ZPS 2,A,5,356,FALSE,FALSE,FALSE
BE35012C0,Vallée de la Meuse de Dinant à Yvoir,C,5,331,FALSE,TRUE,FALSE
BE35028C0,Bassin fagnard de l'Eau Blanche en aval de Mariembourg,C,5,295,FALSE,TRUE,FALSE
BE2220313,"Houthalen-Helchteren, Meeuwen-Gruitrode en Peer",A,5,246,TRUE,FALSE,FALSE
BE33007C0,Vallée de la Gueule en amont de Kelmis,C,5,197,FALSE,TRUE,FALSE
BE33042C0,Vallées de la Warche et du Bayehon en aval du barrage de Robertville,C,5,193,FALSE,TRUE,FALSE
BE31003C0,Vallée de la Lasne,C,5,181,FALSE,TRUE,FALSE
BE33017C0,Basse vallée de l'Amblève,C,5,154,FALSE,TRUE,FALSE
BE33062C0,Vallée supérieure de l'Our et ses affluents,C,5,110,FALSE,TRUE,FALSE
BE33046C0,Vallée de la Warche en amont de Butgenbach,C,5,109,FALSE,TRUE,FALSE
BE32046C0,Vallée du Piéton,C,5,106,FALSE,TRUE,FALSE
BE35006C0,Vallée de la Meuse de Marche-les-Dames à Andenne,C,5,96,FALSE,TRUE,FALSE
BE33015C0,Bois d'Anthisnes et d'Esneux,C,5,95,FALSE,TRUE,FALSE
BE33027C0,Vallée de la Lembrée et affluents,C,5,89,FALSE,TRUE,FALSE
BE33067C0,Bois de Staneux,C,5,83,FALSE,TRUE,FALSE
BE33018C0,Coteaux calcaires de Theux et le Rocheux,C,5,60,FALSE,TRUE,FALSE
BE33056C0,Haute vallée de l'Amblève entre Heppenbach et Montenau,C,5,58,FALSE,TRUE,FALSE
BE33063C0,Vallée et affluents du Braunlauf,C,5,58,FALSE,TRUE,FALSE
BE32045C0,Vallée de l'Aubrecheuil,C,5,51,FALSE,TRUE,FALSE
BE34065C0,Bassin supérieur de la Vire et du Ton,C,5,47,FALSE,TRUE,FALSE
BE34035C0,Bassin supérieur de la Wiltz,C,5,38,FALSE,TRUE,FALSE
BE34054C0,Bassin de la Marche,C,5,36,FALSE,TRUE,FALSE
BE34001C0,Vallée et affluents du Néblon,C,5,34,FALSE,TRUE,FALSE
BE35016C0,Vallée de la Chinelle,C,5,34,FALSE,TRUE,FALSE
BE32040C0,Haute vallée de l'Eau Noire,C,5,31,FALSE,TRUE,FALSE
BE33058C0,Vallée du Medemberbach,C,5,30,FALSE,TRUE,FALSE
BE34067C0,Forêts et marais bajociens de Baranzy à Athus,C,5,27,FALSE,TRUE,FALSE
BE34010C0,Plaine de Ny,A,5,24,FALSE,TRUE,FALSE
BE35035C0,Vallée de l'Ilèwe,C,5,24,FALSE,TRUE,FALSE
BE34011C0,La Calestienne entre Hotton et Oppagne,C,5,23,FALSE,TRUE,FALSE
BE35042C0,Vallée de l'Almache en amont de Gembes,C,5,22,FALSE,TRUE,FALSE
BE33044C0,Sources de l'Amblève,C,5,19,FALSE,TRUE,FALSE
BE33057C0,Vallée du Kolvenderbach,C,5,19,FALSE,TRUE,FALSE
BE33061C0,Affluents de l'Our entre Setz et Schoenberg,C,5,19,FALSE,TRUE,FALSE
BE32018C0,Bois de Colfontaine,C,5,14,FALSE,TRUE,FALSE
BE33050C0,Fagne de la Gotale et affluents du Ruisseau de Chavanne,C,5,14,FALSE,TRUE,FALSE
BE34063C0,Vallées de la Chevratte,C,5,13,FALSE,TRUE,FALSE
BEMNZ0004,SBZ 3 / ZPS 3,A,4,411,FALSE,FALSE,FALSE
BE31012C0,Vallée de la Dyle de Wavre à Archennes,C,4,304,FALSE,TRUE,FALSE
BEMNZ0002,SBZ 1 / ZPS 1,A,4,237,FALSE,FALSE,FALSE
BE2524317,Kustbroedvogels te Zeebrugge-Heist,A,4,176,TRUE,FALSE,FALSE
BE35018C0,Bassin de l'Hermeton en aval de Vodelée,C,4,117,FALSE,TRUE,FALSE
BE34055C0,Vallée du Ruisseau de Breuvanne,C,4,107,FALSE,TRUE,FALSE
BE33019C0,Vallée de la Vesdre entre Eupen et Verviers,C,4,97,FALSE,TRUE,FALSE
BE34028C0,Vallée de la Lomme de Grupont à Rochefort,C,4,72,FALSE,TRUE,FALSE
BE32007C0,Bois de la Houssière,C,4,68,FALSE,TRUE,FALSE
BE35044C0,Bassin du Ruisseau du Ru au Moulin,C,4,67,FALSE,TRUE,FALSE
BE33037C0,Camp militaire d'Elsenborn,C,4,65,FALSE,TRUE,FALSE
BE32004C0,Vallée de la Rhosnes,C,4,63,FALSE,TRUE,FALSE
BE35015C0,Vallée du Flavion,C,4,59,FALSE,TRUE,FALSE
BE33059C0,Sources de l'Our et de l'Ensebach,C,4,56,FALSE,TRUE,FALSE
BE32010C0,Marais de la Verne,C,4,49,FALSE,TRUE,FALSE
BE34016C0,Fagnes de Samrée et de Tailles,C,4,45,FALSE,TRUE,FALSE
BE32006C0,Bois d'Enghien et de Silly,C,4,44,FALSE,TRUE,FALSE
BE35031C0,Bassin ardennais de l'Eau Noire,C,4,41,FALSE,TRUE,FALSE
BE35047C0,Vallée du Ruisseau de Rebais,C,4,41,FALSE,TRUE,FALSE
BE33029C0,Basse vallée de la Lienne,C,4,40,FALSE,TRUE,FALSE
BE34030C0,Forêt de Freyr,C,4,37,FALSE,TRUE,FALSE
BE33060C0,Haute vallée de la Lienne,C,4,36,FALSE,TRUE,FALSE
BE34017C0,Fagnes de Bihain,C,4,31,FALSE,TRUE,FALSE
BE33047C0,Vallée de la Holzwarche,C,4,30,FALSE,TRUE,FALSE
BE32039C0,Vallées de l'Oise et de la Wartoise,C,4,27,FALSE,TRUE,FALSE
BE34060C0,Bassin supérieur de la Chevratte,C,4,27,FALSE,TRUE,FALSE
BE32027C0,Vallée de la Biesmelle,C,4,26,FALSE,TRUE,FALSE
BE33020C0,Affluents du lac d'Eupen,C,4,24,FALSE,TRUE,FALSE
BE33066B0,Grotte Jaminon,B,4,22,FALSE,TRUE,FALSE
BE34062C0,Bassin du Ruisseau du Messancy,C,4,22,FALSE,TRUE,FALSE
BE33005C0,Vallée du Ruisseau de Bolland,C,4,21,FALSE,TRUE,FALSE
BE33040C0,Fagnes de Stavelot et vallée de l'Eau Rouge,C,4,21,FALSE,TRUE,FALSE
BE33049C0,Mardelles d'Arbrefontaine et vallons fangeux de Fosse,C,4,19,FALSE,TRUE,FALSE
BE33023C0,Vallée de la Soor,C,4,17,FALSE,TRUE,FALSE
BE34006C0,La Calestienne entre Oppagne et Barvaux,C,4,17,FALSE,TRUE,FALSE
BE34019C0,Ennal et Grand Fond,C,4,17,FALSE,TRUE,FALSE
BE32011C0,Forêt de Bon-Secours,C,4,12,FALSE,TRUE,FALSE
BE34045C0,Forêts de Muno,C,4,12,FALSE,TRUE,FALSE
BE35046C0,Vallée du Ruisseau de Gros Fays,C,4,10,FALSE,TRUE,FALSE
BE32032C0,Forêts de Rance,C,4,9,FALSE,TRUE,FALSE
BE33032C0,Fagnes de Malchamps et de Stoumont,C,4,9,FALSE,TRUE,FALSE
BE32034C0,Bois Massart et forêts de Sivry-Rance,C,4,8,FALSE,TRUE,FALSE
BE34009C0,La Calestienne entre Marenne et Hotton,C,3,41,FALSE,TRUE,FALSE
BE31008C0,Carrière de Dongelberg,C,3,35,FALSE,TRUE,FALSE
BE33038C0,Vallée de la Schwalm,C,3,29,FALSE,TRUE,FALSE
BE34025C0,Haute-Wimbe,C,3,26,FALSE,TRUE,FALSE
BE33025C0,Fagnes du Nord-Est,C,3,25,FALSE,TRUE,FALSE
BE34037C0,Haute-Lomme,C,3,17,FALSE,TRUE,FALSE
BE34014C0,Fagne de la Crépale et prairies de Malempré,C,3,16,FALSE,TRUE,FALSE
BE34018C0,Sources de la Lienne,C,3,16,FALSE,TRUE,FALSE
BE33048C0,Vallée de la Lienne et affluents entre Les Trous de Bras et Habiémont,C,3,15,FALSE,TRUE,FALSE
BE34034C0,Sources du Ruisseau de Tavigny,C,3,15,FALSE,TRUE,FALSE
BE35014C0,Bois de Famenne à Waillet,C,3,15,FALSE,TRUE,FALSE
BE34068C0,Bois de Famenne à Humain et Aye,C,3,13,FALSE,TRUE,FALSE
BE33041C0,Fagnes de la Polleur et de Malmedy,C,3,10,FALSE,TRUE,FALSE
BE35017C0,Vallée du Ruisseau de Féron,C,3,9,FALSE,TRUE,FALSE
BE32035C0,La Fagne entre Bailièvre et Robechies,C,3,8,FALSE,TRUE,FALSE
BE33031C0,Bois de la Géronstère,C,3,7,FALSE,TRUE,FALSE
BE32020C0,Vallée de la Princesse,C,3,4,FALSE,TRUE,FALSE
BE33033C0,Vallée du Wayai et affluents,C,3,4,FALSE,TRUE,FALSE
BE34021B0,La Calestienne à Marche en Famenne,B,3,4,FALSE,TRUE,FALSE
BE32042B0,Vallée du Ruisseau d'Erpion,B,2,124,FALSE,TRUE,FALSE
BE33055C0,Vallée de l'Emmels,C,2,98,FALSE,TRUE,FALSE
BE32008B0,Bois d'Arpes et de l'Hôpital,B,2,26,FALSE,TRUE,FALSE
BE33035C0,Plateau des Hautes-Fagnes,C,2,26,FALSE,TRUE,FALSE
BE33039C0,Vallée de l'Olefbach,C,2,15,FALSE,TRUE,FALSE
BE32033C0,Sources de la Hante,C,2,11,FALSE,TRUE,FALSE
BE33001B0,Sources du Geer,B,2,10,FALSE,TRUE,FALSE
BE33024C0,Vallée de la Helle,C,2,10,FALSE,TRUE,FALSE
BE35013C0,Bois calcaires de Nettinne,C,2,8,FALSE,TRUE,FALSE
BE34040C0,Vallée de Villers-la-Bonne-Eau,C,2,7,FALSE,TRUE,FALSE
BE33045C0,Sources de la Warchenne,C,2,6,FALSE,TRUE,FALSE
BE31009B0,Carrières souterraines d'Orp-Jauche,B,2,5,FALSE,TRUE,FALSE
BE34059C0,Vallées de l'Eisch et de Clairefontaine,C,2,5,FALSE,TRUE,FALSE
BE32015B0,Canal souterrain de la Bête Refaite,B,2,3,FALSE,TRUE,FALSE
BE32016C0,Forêt de Mariemont,C,2,3,FALSE,TRUE,FALSE
BE35043C0,Vallée du Ruisseau de Saint-Jean,C,2,3,FALSE,TRUE,FALSE
BE32031C0,Bois de Vieux Sart et de Montbliart,C,2,2,FALSE,TRUE,FALSE
BE32047C0,Vallée de la Thure,C,2,2,FALSE,TRUE,FALSE
